ANO;GEO_COD;GEO_COD_DSG;NIVEL;NIVEL_DSG;N_ALOJAMENTOS;N_ALOJAMENTOS_FAMILIARES;N_ALOJAMENTOS_FAM_CLASSICOS;N_ALOJAMENTOS_FAM_N_CLASSICOS;N_ALOJAMENTOS_COLECTIVOS;N_CLASSICOS_RES_HABITUAL;N_ALOJAMENTOS_RES_HABITUAL;N_ALOJAMENTOS_VAGOS
2011;'110613010; ;7;Secção;309;309;309;0;0;268;268;36
2011;'110613011; ;7;Secção;433;433;433;0;0;369;369;31
2011;'110613012; ;7;Secção;365;365;363;2;0;309;311;38
2011;'110613013; ;7;Secção;259;259;259;0;0;245;245;8
2011;'110613014; ;7;Secção;357;357;357;0;0;289;289;57
2011;'110614001; ;7;Secção;200;198;198;0;2;115;115;40
2011;'110614002; ;7;Secção;168;163;163;0;5;92;92;23
2011;'110614003; ;7;Secção;163;156;156;0;7;128;128;1
2011;'110614004; ;7;Secção;262;261;261;0;1;173;173;45
2011;'110614005; ;7;Secção;223;222;222;0;1;165;165;20
2011;'110614006; ;7;Secção;305;302;302;0;3;132;132;158
2011;'110614007; ;7;Secção;269;267;267;0;2;168;168;45
2011;'110614008; ;7;Secção;121;115;115;0;6;43;43;63
2011;'110614009; ;7;Secção;310;309;309;0;1;226;226;39
2011;'110614010; ;7;Secção;360;360;359;1;0;249;250;61
2011;'110614011; ;7;Secção;119;113;113;0;6;54;54;55
2011;'110614012; ;7;Secção;284;281;281;0;3;176;176;81
2011;'110614013; ;7;Secção;107;102;102;0;5;61;61;26
2011;'110615001; ;7;Secção;290;281;280;1;9;125;126;86
2011;'110615002; ;7;Secção;321;320;320;0;1;144;144;88
2011;'110615003; ;7;Secção;322;318;318;0;4;152;152;143
2011;'110615004; ;7;Secção;251;249;249;0;2;109;109;106
2011;'110615005; ;7;Secção;335;333;332;1;2;215;216;53
2011;'110615006; ;7;Secção;303;302;301;1;1;158;159;100
2011;'110615007; ;7;Secção;461;458;458;0;3;208;208;219
2011;'110616001; ;7;Secção;290;288;288;0;2;209;209;59
2011;'110616002; ;7;Secção;393;393;393;0;0;266;266;104
2011;'110616003; ;7;Secção;405;404;403;1;1;278;279;87
2011;'110616004; ;7;Secção;335;335;335;0;0;224;224;68
2011;'110616005; ;7;Secção;291;291;291;0;0;201;201;64
2011;'110616006; ;7;Secção;338;336;336;0;2;244;244;77
2011;'110616007; ;7;Secção;298;298;298;0;0;191;191;56
2011;'110616008; ;7;Secção;342;342;342;0;0;195;195;110
2011;'110616009; ;7;Secção;323;323;323;0;0;207;207;69
2011;'110616010; ;7;Secção;334;334;334;0;0;179;179;68
2011;'110616011; ;7;Secção;342;341;341;0;1;235;235;72
2011;'110616012; ;7;Secção;434;433;433;0;1;270;270;137
2011;'110617001; ;7;Secção;304;300;300;0;4;207;207;64
2011;'110617002; ;7;Secção;255;254;254;0;1;157;157;90
2011;'110617003; ;7;Secção;301;301;301;0;0;181;181;85
2011;'110617004; ;7;Secção;354;353;353;0;1;238;238;83
2011;'110617005; ;7;Secção;305;305;305;0;0;200;200;81
2011;'110617006; ;7;Secção;299;297;297;0;2;209;209;81
2011;'110617007; ;7;Secção;316;316;316;0;0;186;186;115
2011;'110617008; ;7;Secção;333;333;333;0;0;233;233;66
2011;'110617009; ;7;Secção;375;375;375;0;0;268;268;76
2011;'110617010; ;7;Secção;462;461;461;0;1;326;326;84
2011;'110617011; ;7;Secção;337;334;334;0;3;223;223;81
2011;'110617012; ;7;Secção;360;360;359;1;0;235;236;79
2011;'110617013; ;7;Secção;341;340;339;1;1;257;258;61
2011;'110617014; ;7;Secção;357;357;357;0;0;261;261;64
2011;'110617015; ;7;Secção;322;322;322;0;0;220;220;81
2011;'110617016; ;7;Secção;276;276;275;1;0;160;161;99
2011;'110618001; ;7;Secção;248;248;248;0;0;177;177;37
2011;'110618002; ;7;Secção;250;250;250;0;0;113;113;128
2011;'110618003; ;7;Secção;230;230;229;1;0;174;175;39
2011;'110618004; ;7;Secção;304;304;304;0;0;233;233;40
2011;'110618005; ;7;Secção;357;356;356;0;1;279;279;32
2011;'110618006; ;7;Secção;432;432;432;0;0;331;331;78
2011;'110618007; ;7;Secção;288;287;287;0;1;232;232;28
2011;'110618008; ;7;Secção;343;343;343;0;0;240;240;83
2011;'110618009; ;7;Secção;140;140;140;0;0;132;132;3
2011;'110618010; ;7;Secção;213;213;213;0;0;209;209;2
2011;'110618011; ;7;Secção;234;234;234;0;0;216;216;15
2011;'110618012; ;7;Secção;0;0;0;0;0;0;0;0
2011;'110618013; ;7;Secção;254;254;254;0;0;194;194;26
2011;'110618014; ;7;Secção;355;355;355;0;0;315;315;31
2011;'110618015; ;7;Secção;360;360;360;0;0;309;309;21
2011;'110618016; ;7;Secção;226;226;226;0;0;200;200;13
2011;'110618017; ;7;Secção;377;377;377;0;0;323;323;39
2011;'110618018; ;7;Secção;395;391;391;0;4;307;307;59
2011;'110618019; ;7;Secção;257;257;257;0;0;187;187;11
2011;'110618020; ;7;Secção;332;332;332;0;0;301;301;17
2011;'110618021; ;7;Secção;342;342;342;0;0;255;255;78
2011;'110618022; ;7;Secção;287;286;286;0;1;255;255;28
2011;'110618023; ;7;Secção;239;239;239;0;0;210;210;1
2011;'110618024; ;7;Secção;227;226;226;0;1;181;181;12
2011;'110618025; ;7;Secção;259;259;257;2;0;206;208;22
2011;'110618026; ;7;Secção;377;376;376;0;1;290;290;26
2011;'110618027; ;7;Secção;348;348;348;0;0;288;288;14
2011;'110618028; ;7;Secção;340;340;339;1;0;272;273;21
2011;'110618029; ;7;Secção;356;356;356;0;0;302;302;9
2011;'110618030; ;7;Secção;268;268;268;0;0;232;232;9
2011;'110618031; ;7;Secção;155;155;155;0;0;135;135;12
2011;'110618032; ;7;Secção;200;200;200;0;0;139;139;1
2011;'110618033; ;7;Secção;259;259;259;0;0;219;219;26
2011;'110618034; ;7;Secção;536;536;536;0;0;410;410;21
2011;'110618035; ;7;Secção;389;389;389;0;0;318;318;36
2011;'110618036; ;7;Secção;128;128;128;0;0;112;112;0
2011;'110618037; ;7;Secção;190;190;190;0;0;154;154;19
2011;'110618038; ;7;Secção;272;272;272;0;0;215;215;12
2011;'110618039; ;7;Secção;305;304;304;0;1;256;256;20
2011;'110618040; ;7;Secção;180;180;180;0;0;146;146;6
2011;'110618041; ;7;Secção;340;339;338;1;1;269;270;46
2011;'110618042; ;7;Secção;253;253;253;0;0;190;190;11
2011;'110618043; ;7;Secção;387;387;387;0;0;301;301;62
2011;'110618044; ;7;Secção;303;303;303;0;0;251;251;15
2011;'110618045; ;7;Secção;323;322;322;0;1;247;247;38
2011;'110618046; ;7;Secção;363;363;363;0;0;262;262;37
2011;'110618047; ;7;Secção;346;346;346;0;0;282;282;6
2011;'110618048; ;7;Secção;96;93;93;0;3;82;82;8
2011;'110618049; ;7;Secção;269;269;269;0;0;195;195;38
2011;'110618050; ;7;Secção;226;226;226;0;0;200;200;13
2011;'110618051; ;7;Secção;428;428;428;0;0;334;334;51
2011;'110618052; ;7;Secção;563;563;563;0;0;417;417;34
2011;'110618053; ;7;Secção;242;242;242;0;0;156;156;46
2011;'110618054; ;7;Secção;267;267;267;0;0;212;212;19
2011;'110618055; ;7;Secção;230;230;230;0;0;189;189;7
2011;'110618056; ;7;Secção;270;270;270;0;0;215;215;29
2011;'110618057; ;7;Secção;292;292;292;0;0;245;245;9
2011;'110618058; ;7;Secção;187;187;187;0;0;149;149;9
2011;'110618059; ;7;Secção;251;250;250;0;1;189;189;19
2011;'110618060; ;7;Secção;514;514;514;0;0;324;324;28
2011;'110618061; ;7;Secção;251;250;250;0;1;206;206;23
2011;'110618062; ;7;Secção;517;517;517;0;0;307;307;162
2011;'110618063; ;7;Secção;232;231;231;0;1;178;178;16
2011;'110618064; ;7;Secção;414;414;414;0;0;335;335;40
2011;'110618065; ;7;Secção;304;303;303;0;1;237;237;15
2011;'110618066; ;7;Secção;325;325;325;0;0;252;252;16
2011;'110618067; ;7;Secção;214;214;214;0;0;175;175;3
2011;'110618068; ;7;Secção;186;184;184;0;2;138;138;26
2011;'110618069; ;7;Secção;210;210;210;0;0;170;170;7
2011;'110618070; ;7;Secção;281;281;281;0;0;253;253;11
2011;'110618071; ;7;Secção;320;320;320;0;0;263;263;16
2011;'110618072; ;7;Secção;233;233;233;0;0;177;177;15
2011;'110618073; ;7;Secção;220;220;220;0;0;189;189;10
2011;'110618074; ;7;Secção;363;363;363;0;0;289;289;20
2011;'110619001; ;7;Secção;203;202;202;0;1;90;90;101
2011;'110619002; ;7;Secção;172;168;168;0;4;80;80;75
2011;'110620001; ;7;Secção;326;321;321;0;5;160;160;70
2011;'110621001; ;7;Secção;323;323;323;0;0;258;258;32
2011;'110621002; ;7;Secção;342;342;342;0;0;308;308;28
2011;'110621003; ;7;Secção;381;381;381;0;0;350;350;14
2011;'110621004; ;7;Secção;325;325;325;0;0;293;293;8
2011;'110621005; ;7;Secção;393;393;392;1;0;330;331;47
2011;'110621006; ;7;Secção;61;60;60;0;1;49;49;9
2011;'110621007; ;7;Secção;251;250;250;0;1;222;222;0
2011;'110621008; ;7;Secção;252;251;251;0;1;224;224;0
2011;'110621009; ;7;Secção;304;303;301;2;1;264;266;29
2011;'110621010; ;7;Secção;356;356;356;0;0;298;298;23
2011;'110621011; ;7;Secção;355;355;355;0;0;295;295;27
2011;'110621012; ;7;Secção;226;226;226;0;0;139;139;55
2011;'110621013; ;7;Secção;396;396;394;2;0;350;352;40
2011;'110621014; ;7;Secção;283;283;283;0;0;248;248;7
2011;'110621015; ;7;Secção;349;349;349;0;0;308;308;6
2011;'110621016; ;7;Secção;256;256;256;0;0;179;179;62
2011;'110621017; ;7;Secção;364;364;364;0;0;306;306;23
2011;'110621018; ;7;Secção;254;254;254;0;0;217;217;8
2011;'110621019; ;7;Secção;242;242;241;1;0;212;213;3
2011;'110621020; ;7;Secção;332;332;331;1;0;292;293;23
2011;'110621021; ;7;Secção;258;258;258;0;0;243;243;4
2011;'110621022; ;7;Secção;241;241;241;0;0;211;211;13
2011;'110621023; ;7;Secção;300;300;296;4;0;270;274;23
2011;'110621024; ;7;Secção;416;416;416;0;0;362;362;8
2011;'110621025; ;7;Secção;510;510;510;0;0;362;362;103
2011;'110621026; ;7;Secção;370;370;370;0;0;300;300;32
2011;'110621027; ;7;Secção;411;411;411;0;0;254;254;126
2011;'110621028; ;7;Secção;355;355;355;0;0;273;273;68
2011;'110621029; ;7;Secção;309;309;309;0;0;259;259;29
2011;'110621030; ;7;Secção;379;379;379;0;0;297;297;45
2011;'110621031; ;7;Secção;254;254;254;0;0;186;186;37
2011;'110621032; ;7;Secção;395;395;395;0;0;306;306;34
2011;'110621033; ;7;Secção;440;439;437;2;1;382;384;14
2011;'110621034; ;7;Secção;320;320;320;0;0;281;281;26
2011;'110621035; ;7;Secção;268;266;265;1;2;208;209;39
2011;'110621036; ;7;Secção;321;321;321;0;0;288;288;15
2011;'110621037; ;7;Secção;227;227;227;0;0;206;206;10
2011;'110621038; ;7;Secção;349;349;349;0;0;310;310;37
2011;'110621039; ;7;Secção;332;332;332;0;0;313;313;7
2011;'110621040; ;7;Secção;322;322;322;0;0;273;273;25
2011;'110621041; ;7;Secção;179;179;177;2;0;165;167;10
2011;'110621042; ;7;Secção;222;221;221;0;1;189;189;0
2011;'110621043; ;7;Secção;430;430;430;0;0;370;370;0
2011;'110621044; ;7;Secção;241;239;239;0;2;198;198;25
2011;'110621045; ;7;Secção;339;338;338;0;1;301;301;15
2011;'110621046; ;7;Secção;314;314;313;1;0;265;266;46
2011;'110621047; ;7;Secção;89;89;89;0;0;79;79;5
2011;'110621048; ;7;Secção;317;317;315;2;0;228;230;68
2011;'110621049; ;7;Secção;280;280;280;0;0;256;256;20
2011;'110621050; ;7;Secção;235;235;235;0;0;153;153;39
2011;'110621051; ;7;Secção;159;159;159;0;0;128;128;28
2011;'110621052; ;7;Secção;353;353;352;1;0;326;327;11
2011;'110621053; ;7;Secção;262;261;261;0;1;241;241;4
2011;'110621054; ;7;Secção;180;180;180;0;0;157;157;15
2011;'110621055; ;7;Secção;259;259;259;0;0;227;227;26
2011;'110622001; ;7;Secção;285;284;284;0;1;155;155;88
2011;'110622002; ;7;Secção;331;331;331;0;0;217;217;75
2011;'110622003; ;7;Secção;323;323;323;0;0;183;183;92
2011;'110622004; ;7;Secção;323;323;323;0;0;215;215;83
2011;'110622005; ;7;Secção;334;333;333;0;1;205;205;76
2011;'110622006; ;7;Secção;342;342;342;0;0;226;226;92
2011;'110622007; ;7;Secção;325;325;318;7;0;226;233;55
2011;'110622008; ;7;Secção;329;328;328;0;1;210;210;81
2011;'110622009; ;7;Secção;346;346;346;0;0;229;229;113
2011;'110622010; ;7;Secção;314;313;313;0;1;199;199;85
2011;'110623001; ;7;Secção;215;211;211;0;4;149;149;28
2011;'110623002; ;7;Secção;815;806;806;0;9;435;435;268
2011;'110623003; ;7;Secção;357;354;354;0;3;258;258;56
2011;'110623004; ;7;Secção;346;345;345;0;1;181;181;121
2011;'110623005; ;7;Secção;357;355;355;0;2;268;268;24
2011;'110623006; ;7;Secção;274;274;274;0;0;164;164;52
2011;'110623007; ;7;Secção;400;400;400;0;0;284;284;63
2011;'110623008; ;7;Secção;316;316;316;0;0;223;223;59
2011;'110623009; ;7;Secção;226;226;226;0;0;148;148;27
2011;'110623010; ;7;Secção;298;296;296;0;2;209;209;61
2011;'110623011; ;7;Secção;341;341;341;0;0;220;220;59
2011;'110623012; ;7;Secção;357;355;355;0;2;227;227;47
2011;'110623013; ;7;Secção;285;282;282;0;3;188;188;55
2011;'110623014; ;7;Secção;322;322;322;0;0;226;226;44
2011;'110623015; ;7;Secção;197;197;197;0;0;119;119;55
2011;'110623016; ;7;Secção;312;312;312;0;0;218;218;34
2011;'110623017; ;7;Secção;356;355;355;0;1;257;257;24
2011;'110623018; ;7;Secção;225;222;222;0;3;132;132;72
2011;'110623019; ;7;Secção;293;293;293;0;0;210;210;56
2011;'110623020; ;7;Secção;299;297;297;0;2;189;189;72
2011;'110623021; ;7;Secção;235;234;234;0;1;163;163;49
2011;'110623022; ;7;Secção;291;290;289;1;1;191;192;61
2011;'110623023; ;7;Secção;258;255;255;0;3;167;167;74
2011;'110623024; ;7;Secção;283;282;282;0;1;170;170;64
2011;'110623025; ;7;Secção;296;296;296;0;0;213;213;39
2011;'110623026; ;7;Secção;256;255;255;0;1;194;194;45
2011;'110623027; ;7;Secção;250;247;247;0;3;171;171;45
2011;'110623028; ;7;Secção;262;262;262;0;0;176;176;61
2011;'110623029; ;7;Secção;318;314;314;0;4;226;226;67
2011;'110623030; ;7;Secção;282;280;280;0;2;199;199;62
2011;'110623031; ;7;Secção;86;85;85;0;1;51;51;27
2011;'110623032; ;7;Secção;126;125;125;0;1;82;82;34
2011;'110623033; ;7;Secção;204;203;203;0;1;139;139;21
2011;'110623034; ;7;Secção;224;223;223;0;1;130;130;62
2011;'110623035; ;7;Secção;153;150;150;0;3;111;111;10
2011;'110623036; ;7;Secção;327;327;327;0;0;189;189;74
2011;'110624001; ;7;Secção;270;267;266;1;3;157;158;49
2011;'110624002; ;7;Secção;290;289;289;0;1;194;194;84
2011;'110624003; ;7;Secção;298;297;297;0;1;188;188;36
2011;'110624004; ;7;Secção;400;397;397;0;3;270;270;71
2011;'110624005; ;7;Secção;301;300;300;0;1;169;169;102
2011;'110624006; ;7;Secção;357;356;356;0;1;232;232;91
2011;'110624007; ;7;Secção;296;296;296;0;0;201;201;44
2011;'110624008; ;7;Secção;314;314;314;0;0;192;192;84
2011;'110624009; ;7;Secção;324;321;321;0;3;189;189;72
2011;'110624010; ;7;Secção;279;279;279;0;0;139;139;76
2011;'110624011; ;7;Secção;389;389;388;1;0;179;180;170
2011;'110625001; ;7;Secção;403;403;403;0;0;259;259;113
2011;'110625002; ;7;Secção;190;190;190;0;0;142;142;36
2011;'110625003; ;7;Secção;328;328;328;0;0;211;211;58
2011;'110625004; ;7;Secção;341;339;338;1;2;239;240;58
2011;'110625005; ;7;Secção;190;190;189;1;0;142;143;31
2011;'110625006; ;7;Secção;401;401;401;0;0;265;265;93
2011;'110625007; ;7;Secção;330;328;328;0;2;233;233;55
2011;'110625008; ;7;Secção;264;264;264;0;0;197;197;30
2011;'110625009; ;7;Secção;254;254;254;0;0;191;191;27
2011;'110625010; ;7;Secção;260;260;260;0;0;180;180;35
2011;'110625011; ;7;Secção;297;297;297;0;0;216;216;58
2011;'110625012; ;7;Secção;483;482;482;0;1;327;327;90
2011;'110625013; ;7;Secção;360;360;360;0;0;259;259;60
2011;'110625014; ;7;Secção;304;304;304;0;0;209;209;69
2011;'110625015; ;7;Secção;238;238;238;0;0;211;211;9
2011;'110625016; ;7;Secção;265;265;265;0;0;195;195;55
2011;'110625017; ;7;Secção;286;286;286;0;0;212;212;41
2011;'110625018; ;7;Secção;440;440;440;0;0;348;348;53
2011;'110625019; ;7;Secção;237;235;235;0;2;188;188;30
2011;'110625020; ;7;Secção;423;423;423;0;0;327;327;63
2011;'110625021; ;7;Secção;349;349;349;0;0;236;236;32
2011;'110625022; ;7;Secção;265;265;264;1;0;184;185;62
2011;'110625023; ;7;Secção;313;313;313;0;0;247;247;13
2011;'110625024; ;7;Secção;254;254;254;0;0;206;206;17
2011;'110625025; ;7;Secção;327;327;327;0;0;218;218;42
2011;'110625026; ;7;Secção;514;513;513;0;1;366;366;94
2011;'110626001; ;7;Secção;264;264;264;0;0;169;169;77
2011;'110626002; ;7;Secção;341;341;341;0;0;255;255;47
2011;'110626003; ;7;Secção;329;329;329;0;0;205;205;75
2011;'110626004; ;7;Secção;275;275;275;0;0;217;217;48
2011;'110626005; ;7;Secção;340;340;329;11;0;220;231;70
2011;'110626006; ;7;Secção;194;192;192;0;2;137;137;34
2011;'110626007; ;7;Secção;425;424;424;0;1;264;264;104
2011;'110626008; ;7;Secção;285;284;284;0;1;197;197;54
2011;'110626009; ;7;Secção;324;324;323;1;0;226;227;63
2011;'110626010; ;7;Secção;292;292;292;0;0;174;174;69
2011;'110626011; ;7;Secção;316;316;315;1;0;161;162;84
2011;'110626012; ;7;Secção;259;258;258;0;1;166;166;50
2011;'110626013; ;7;Secção;246;242;242;0;4;151;151;63
2011;'110626014; ;7;Secção;221;221;221;0;0;145;145;47
2011;'110626015; ;7;Secção;311;311;311;0;0;223;223;62
2011;'110626016; ;7;Secção;291;290;290;0;1;229;229;45
2011;'110626017; ;7;Secção;236;234;234;0;2;169;169;45
2011;'110627001; ;7;Secção;331;325;324;1;6;157;158;75
2011;'110627002; ;7;Secção;355;351;350;1;4;200;201;85
2011;'110628001; ;7;Secção;246;243;243;0;3;151;151;63
2011;'110628002; ;7;Secção;328;325;323;2;3;203;205;62
2011;'110628003; ;7;Secção;340;339;339;0;1;187;187;98
2011;'110628004; ;7;Secção;343;342;342;0;1;225;225;99
2011;'110628005; ;7;Secção;322;319;319;0;3;179;179;95
2011;'110628006; ;7;Secção;376;374;374;0;2;252;252;96
2011;'110628007; ;7;Secção;316;316;316;0;0;204;204;75
2011;'110628008; ;7;Secção;377;376;376;0;1;217;217;88
2011;'110628009; ;7;Secção;318;317;317;0;1;198;198;73
2011;'110629001; ;7;Secção;230;229;229;0;1;183;183;32
2011;'110629002; ;7;Secção;237;237;237;0;0;193;193;27
2011;'110629003; ;7;Secção;419;418;418;0;1;325;325;46
2011;'110629004; ;7;Secção;272;272;271;1;0;200;201;60
2011;'110629005; ;7;Secção;364;364;364;0;0;266;266;50
2011;'110629006; ;7;Secção;157;156;156;0;1;124;124;20
2011;'110629007; ;7;Secção;332;332;332;0;0;199;199;78
2011;'110629008; ;7;Secção;282;282;282;0;0;200;200;72
2011;'110629009; ;7;Secção;259;259;259;0;0;178;178;44
2011;'110629010; ;7;Secção;290;289;289;0;1;205;205;55
2011;'110629011; ;7;Secção;361;361;361;0;0;274;274;68
2011;'110629012; ;7;Secção;331;331;331;0;0;243;243;38
2011;'110630001; ;7;Secção;109;109;109;0;0;78;78;5
2011;'110630002; ;7;Secção;255;255;255;0;0;190;190;16
2011;'110630003; ;7;Secção;233;231;231;0;2;188;188;24
2011;'110630004; ;7;Secção;339;338;338;0;1;259;259;35
2011;'110630005; ;7;Secção;267;267;267;0;0;181;181;61
2011;'110630006; ;7;Secção;334;332;332;0;2;208;208;66
2011;'110630007; ;7;Secção;220;218;218;0;2;171;171;23
2011;'110630008; ;7;Secção;261;261;261;0;0;178;178;59
2011;'110630009; ;7;Secção;316;315;315;0;1;231;231;52
2011;'110630010; ;7;Secção;240;240;240;0;0;179;179;34
2011;'110630011; ;7;Secção;314;313;313;0;1;229;229;45
2011;'110630012; ;7;Secção;424;421;421;0;3;304;304;105
2011;'110630013; ;7;Secção;308;308;308;0;0;229;229;44
2011;'110630014; ;7;Secção;277;275;275;0;2;209;209;35
2011;'110630015; ;7;Secção;423;422;422;0;1;269;269;104
2011;'110631001; ;7;Secção;267;261;261;0;6;115;115;133
2011;'110631002; ;7;Secção;238;228;228;0;10;143;143;67
2011;'110631003; ;7;Secção;155;139;139;0;16;64;64;62
2011;'110632001; ;7;Secção;321;320;320;0;1;221;221;84
2011;'110632002; ;7;Secção;291;291;291;0;0;225;225;43
2011;'110632003; ;7;Secção;318;318;317;1;0;244;245;32
2011;'110632004; ;7;Secção;263;263;263;0;0;183;183;54
2011;'110632005; ;7;Secção;286;286;286;0;0;213;213;35
2011;'110632006; ;7;Secção;324;324;324;0;0;243;243;48
2011;'110632007; ;7;Secção;303;303;302;1;0;228;229;34
2011;'110632008; ;7;Secção;399;397;397;0;2;235;235;75
2011;'110632009; ;7;Secção;258;256;256;0;2;177;177;58
2011;'110632010; ;7;Secção;269;269;269;0;0;189;189;41
2011;'110632011; ;7;Secção;330;324;324;0;6;261;261;23
2011;'110632012; ;7;Secção;307;305;305;0;2;193;193;86
2011;'110632013; ;7;Secção;281;279;279;0;2;196;196;55
2011;'110632014; ;7;Secção;344;344;344;0;0;250;250;79
2011;'110632015; ;7;Secção;337;336;336;0;1;195;195;115
2011;'110632016; ;7;Secção;337;335;335;0;2;254;254;54
2011;'110632017; ;7;Secção;305;305;305;0;0;233;233;40
2011;'110633001; ;7;Secção;194;193;193;0;1;176;176;11
2011;'110633002; ;7;Secção;310;309;309;0;1;279;279;10
2011;'110633003; ;7;Secção;280;280;279;1;0;232;233;21
2011;'110633004; ;7;Secção;320;320;320;0;0;270;270;27
2011;'110633005; ;7;Secção;358;358;358;0;0;314;314;42
2011;'110633006; ;7;Secção;681;681;681;0;0;525;525;71
2011;'110633007; ;7;Secção;290;290;290;0;0;255;255;15
2011;'110633008; ;7;Secção;288;286;286;0;2;241;241;27
2011;'110633009; ;7;Secção;376;372;372;0;4;319;319;32
2011;'110633010; ;7;Secção;270;270;270;0;0;221;221;27
2011;'110633011; ;7;Secção;282;282;282;0;0;242;242;3
2011;'110633012; ;7;Secção;274;274;274;0;0;206;206;12
2011;'110633013; ;7;Secção;213;213;212;1;0;192;193;16
2011;'110633014; ;7;Secção;273;273;273;0;0;212;212;11
2011;'110633015; ;7;Secção;494;494;494;0;0;332;332;101
2011;'110633016; ;7;Secção;620;620;620;0;0;372;372;50
2011;'110633017; ;7;Secção;221;221;221;0;0;189;189;22
2011;'110633018; ;7;Secção;294;294;294;0;0;251;251;15
2011;'110633019; ;7;Secção;542;542;542;0;0;441;441;43
2011;'110633020; ;7;Secção;350;350;350;0;0;272;272;39
2011;'110633021; ;7;Secção;503;503;503;0;0;433;433;22
2011;'110633022; ;7;Secção;275;274;274;0;1;203;203;25
2011;'110633023; ;7;Secção;320;320;320;0;0;272;272;26
2011;'110633024; ;7;Secção;278;278;277;1;0;220;221;16
2011;'110633025; ;7;Secção;322;321;321;0;1;71;71;223
2011;'110633026; ;7;Secção;229;229;229;0;0;191;191;9
2011;'110633027; ;7;Secção;116;116;116;0;0;71;71;15
2011;'110633028; ;7;Secção;200;200;199;1;0;177;178;12
2011;'110633029; ;7;Secção;303;302;302;0;1;237;237;37
2011;'110633030; ;7;Secção;358;358;357;1;0;318;319;17
2011;'110633031; ;7;Secção;370;370;370;0;0;322;322;22
2011;'110633032; ;7;Secção;320;319;319;0;1;234;234;60
2011;'110633033; ;7;Secção;289;288;288;0;1;201;201;34
2011;'110633034; ;7;Secção;322;321;320;1;1;269;270;20
2011;'110633035; ;7;Secção;302;302;302;0;0;256;256;37
2011;'110633036; ;7;Secção;400;399;399;0;1;315;315;54
2011;'110633037; ;7;Secção;345;345;345;0;0;321;321;11
2011;'110633038; ;7;Secção;280;280;280;0;0;239;239;14
2011;'110633039; ;7;Secção;261;261;261;0;0;144;144;16
2011;'110633040; ;7;Secção;259;259;259;0;0;211;211;32
2011;'110633041; ;7;Secção;309;309;309;0;0;267;267;16
2011;'110633042; ;7;Secção;290;290;290;0;0;222;222;8
2011;'110633043; ;7;Secção;367;367;365;2;0;326;328;22
2011;'110633044; ;7;Secção;270;264;264;0;6;229;229;14
2011;'110633045; ;7;Secção;328;328;328;0;0;270;270;19
2011;'110633046; ;7;Secção;328;328;328;0;0;275;275;32
2011;'110633047; ;7;Secção;233;233;233;0;0;165;165;13
2011;'110633048; ;7;Secção;284;282;282;0;2;192;192;59
2011;'110633049; ;7;Secção;356;356;355;1;0;309;310;24
2011;'110633050; ;7;Secção;299;299;299;0;0;261;261;16
2011;'110633051; ;7;Secção;450;450;450;0;0;391;391;15
2011;'110633052; ;7;Secção;329;329;329;0;0;286;286;38
2011;'110633053; ;7;Secção;334;334;334;0;0;292;292;18
2011;'110633054; ;7;Secção;331;331;330;1;0;276;277;13
2011;'110633055; ;7;Secção;366;366;366;0;0;299;299;16
2011;'110633056; ;7;Secção;319;319;319;0;0;280;280;12
2011;'110633057; ;7;Secção;337;337;337;0;0;294;294;3
2011;'110633058; ;7;Secção;309;307;307;0;2;277;277;18
2011;'110633059; ;7;Secção;305;305;305;0;0;245;245;51
2011;'110633060; ;7;Secção;347;347;347;0;0;296;296;35
2011;'110633061; ;7;Secção;349;349;348;1;0;309;310;31
2011;'110633062; ;7;Secção;199;199;199;0;0;142;142;16
2011;'110633063; ;7;Secção;419;419;419;0;0;326;326;35
